filing_status,state,income_band_lo,income_band_hi,n_children,prob,source_level,n_unweighted
Head of household,Louisiana,,25000.0,3+,0.17997484904228894,filing_state_band,791
Head of household,Louisiana,25000.0,55000.0,0,0.4428054327631495,filing_state_band,1027
Head of household,Louisiana,25000.0,55000.0,1,0.27797264398744315,filing_state_band,1027
Head of household,Louisiana,25000.0,55000.0,2,0.16573771542059068,filing_state_band,1027
Head of household,Louisiana,25000.0,55000.0,3+,0.11348420782881671,filing_state_band,1027
Head of household,Louisiana,55000.0,,0,0.584377504188825,filing_state_band,1519
Head of household,Louisiana,55000.0,,1,0.24766275709671937,filing_state_band,1519
Head of household,Louisiana,55000.0,,2,0.10780457006872102,filing_state_band,1519
Head of household,Louisiana,55000.0,,3+,0.06015516864573468,filing_state_band,1519
Head of household,Maine,,25000.0,0,0.3328018425015502,filing_state_band,100
Head of household,Maine,,25000.0,1,0.3676144919833466,filing_state_band,100
Head of household,Maine,,25000.0,2,0.1431481973602622,filing_state_band,100
Head of household,Maine,,25000.0,3+,0.156435468154841,filing_state_band,100
Head of household,Maine,25000.0,55000.0,0,0.4795424799408183,filing_state_band,163
Head of household,Maine,25000.0,55000.0,1,0.2127695897114892,filing_state_band,163
Head of household,Maine,25000.0,55000.0,2,0.21544414727138222,filing_state_band,163
Head of household,Maine,25000.0,55000.0,3+,0.09224378307631025,filing_state_band,163
Head of household,Maine,55000.0,,0,0.5466243280825187,filing_state_band,412
Head of household,Maine,55000.0,,1,0.2321565697445157,filing_state_band,412
Head of household,Maine,55000.0,,2,0.17302783139281488,filing_state_band,412
Head of household,Maine,55000.0,,3+,0.048191270780150675,filing_state_band,412
Head of household,Maryland,,25000.0,0,0.38771589544656876,filing_state_band,386
Head of household,Maryland,,25000.0,1,0.2919368246051538,filing_state_band,386
Head of household,Maryland,,25000.0,2,0.1847418490810012,filing_state_band,386
Head of household,Maryland,,25000.0,3+,0.13560543086727625,filing_state_band,386
Head of household,Maryland,25000.0,55000.0,0,0.4937288051067225,filing_state_band,609
Head of household,Maryland,25000.0,55000.0,1,0.23308148813085977,filing_state_band,609
Head of household,Maryland,25000.0,55000.0,2,0.18266257729902255,filing_state_band,609
Head of household,Maryland,25000.0,55000.0,3+,0.09052712946339517,filing_state_band,609
Head of household,Maryland,55000.0,,0,0.6132600959306823,filing_state_band,2720
Head of household,Maryland,55000.0,,1,0.2159117282995513,filing_state_band,2720
Head of household,Maryland,55000.0,,2,0.12002295115787302,filing_state_band,2720
Head of household,Maryland,55000.0,,3+,0.050805224611893345,filing_state_band,2720
Head of household,Massachusetts,,25000.0,0,0.3684368058728083,filing_state_band,483
Head of household,Massachusetts,,25000.0,1,0.26170859654373885,filing_state_band,483
Head of household,Massachusetts,,25000.0,2,0.22602750515918651,filing_state_band,483
Head of household,Massachusetts,,25000.0,3+,0.1438270924242663,filing_state_band,483
Head of household,Massachusetts,25000.0,55000.0,0,0.48576522307240855,filing_state_band,688
Head of household,Massachusetts,25000.0,55000.0,1,0.27698849480106746,filing_state_band,688
Head of household,Massachusetts,25000.0,55000.0,2,0.16979857596864031,filing_state_band,688
Head of household,Massachusetts,25000.0,55000.0,3+,0.06744770615788366,filing_state_band,688
Head of household,Massachusetts,55000.0,,0,0.6086754363275814,filing_state_band,2781
Head of household,Massachusetts,55000.0,,1,0.21474583995368832,filing_state_band,2781
Head of household,Massachusetts,55000.0,,2,0.12563586200100998,filing_state_band,2781
Head of household,Massachusetts,55000.0,,3+,0.05094286171772038,filing_state_band,2781
Head of household,Michigan,,25000.0,0,0.38305129106925234,filing_state_band,900
Head of household,Michigan,,25000.0,1,0.2714803333796815,filing_state_band,900
Head of household,Michigan,,25000.0,2,0.17948193648119218,filing_state_band,900
Head of household,Michigan,,25000.0,3+,0.16598643906987395,filing_state_band,900
Head of household,Michigan,25000.0,55000.0,0,0.4624101728712537,filing_state_band,1535
Head of household,Michigan,25000.0,55000.0,1,0.2700997564656464,filing_state_band,1535
Head of household,Michigan,25000.0,55000.0,2,0.17487074155393442,filing_state_band,1535
Head of household,Michigan,25000.0,55000.0,3+,0.0926193291091655,filing_state_band,1535
Head of household,Michigan,55000.0,,0,0.599022025006102,filing_state_band,3261
Head of household,Michigan,55000.0,,1,0.207129947810252,filing_state_band,3261
Head of household,Michigan,55000.0,,2,0.14174055414926323,filing_state_band,3261
Head of household,Michigan,55000.0,,3+,0.052107473034382706,filing_state_band,3261
Head of household,Minnesota,,25000.0,0,0.33837004085777145,filing_state_band,268
Head of household,Minnesota,,25000.0,1,0.3986654739743249,filing_state_band,268
Head of household,Minnesota,,25000.0,2,0.18340062374585983,filing_state_band,268
Head of household,Minnesota,,25000.0,3+,0.07956386142204386,filing_state_band,268
Head of household,Minnesota,25000.0,55000.0,0,0.4266800461291917,filing_state_band,548
Head of household,Minnesota,25000.0,55000.0,1,0.28189728766343664,filing_state_band,548
Head of household,Minnesota,25000.0,55000.0,2,0.14693944794740074,filing_state_band,548
Head of household,Minnesota,25000.0,55000.0,3+,0.14448321825997096,filing_state_band,548
Head of household,Minnesota,55000.0,,0,0.47372397955404105,filing_state_band,1680
Head of household,Minnesota,55000.0,,1,0.2587154604044744,filing_state_band,1680
Head of household,Minnesota,55000.0,,2,0.1970713880040497,filing_state_band,1680
Head of household,Minnesota,55000.0,,3+,0.07048917203743488,filing_state_band,1680
Head of household,Mississippi,,25000.0,0,0.3912783577302152,filing_state_band,544
Head of household,Mississippi,,25000.0,1,0.2637925001457981,filing_state_band,544
Head of household,Mississippi,,25000.0,2,0.15039073890476468,filing_state_band,544
Head of household,Mississippi,,25000.0,3+,0.19453840321922203,filing_state_band,544
Head of household,Mississippi,25000.0,55000.0,0,0.48593427547338314,filing_state_band,738
Head of household,Mississippi,25000.0,55000.0,1,0.2545226342911623,filing_state_band,738
Head of household,Mississippi,25000.0,55000.0,2,0.18271563220332845,filing_state_band,738
Head of household,Mississippi,25000.0,55000.0,3+,0.0768274580321261,filing_state_band,738
Head of household,Mississippi,55000.0,,0,0.6491025582769119,filing_state_band,1006
Head of household,Mississippi,55000.0,,1,0.18772208842640978,filing_state_band,1006
Head of household,Mississippi,55000.0,,2,0.10875630481210524,filing_state_band,1006
Head of household,Mississippi,55000.0,,3+,0.05441904848457309,filing_state_band,1006
Head of household,Missouri,,25000.0,0,0.34372401047281687,filing_state_band,580
Head of household,Missouri,,25000.0,1,0.3208378253503773,filing_state_band,580
Head of household,Missouri,,25000.0,2,0.20315724626520867,filing_state_band,580
Head of household,Missouri,,25000.0,3+,0.1322809179115971,filing_state_band,580
Head of household,Missouri,25000.0,55000.0,0,0.4643721599856031,filing_state_band,1005
Head of household,Missouri,25000.0,55000.0,1,0.26947406307643856,filing_state_band,1005
Head of household,Missouri,25000.0,55000.0,2,0.1579070499842534,filing_state_band,1005
Head of household,Missouri,25000.0,55000.0,3+,0.10824672695370495,filing_state_band,1005
Head of household,Missouri,55000.0,,0,0.5474168291230989,filing_state_band,1982
Head of household,Missouri,55000.0,,1,0.22713908542709002,filing_state_band,1982
Head of household,Missouri,55000.0,,2,0.154817571651239,filing_state_band,1982
Head of household,Missouri,55000.0,,3+,0.0706265137985722,filing_state_band,1982
Head of household,Montana,,25000.0,0,0.40042255087290113,filing_state_band,86
Head of household,Montana,,25000.0,1,0.24741465584343378,filing_state_band,86
Head of household,Montana,,25000.0,2,0.23218058489936616,filing_state_band,86
Head of household,Montana,,25000.0,3+,0.1199822083842989,filing_state_band,86
Head of household,Montana,25000.0,55000.0,0,0.5284782779479927,filing_state_band,121
Head of household,Montana,25000.0,55000.0,1,0.24793777987273155,filing_state_band,121
Head of household,Montana,25000.0,55000.0,2,0.1582213842407102,filing_state_band,121
Head of household,Montana,25000.0,55000.0,3+,0.06536255793856548,filing_state_band,121
Head of household,Montana,55000.0,,0,0.5592233009708738,filing_state_band,265
Head of household,Montana,55000.0,,1,0.20706917475728157,filing_state_band,265
Head of household,Montana,55000.0,,2,0.1983009708737864,filing_state_band,265
Head of household,Montana,55000.0,,3+,0.03540655339805825,filing_state_band,265
Head of household,Nebraska,,25000.0,0,0.3214307626234738,filing_state_band,135
Head of household,Nebraska,,25000.0,1,0.3256641511749187,filing_state_band,135
Head of household,Nebraska,,25000.0,2,0.17332351678017055,filing_state_band,135
Head of household,Nebraska,,25000.0,3+,0.1795815694214369,filing_state_band,135
Head of household,Nebraska,25000.0,55000.0,0,0.39806305669447195,filing_state_band,240
Head of household,Nebraska,25000.0,55000.0,1,0.27127809981620243,filing_state_band,240
Head of household,Nebraska,25000.0,55000.0,2,0.16806871200339318,filing_state_band,240
Head of household,Nebraska,25000.0,55000.0,3+,0.16259013148593243,filing_state_band,240
Head of household,Nebraska,55000.0,,0,0.5083234244946492,filing_state_band,578
Head of household,Nebraska,55000.0,,1,0.22084514771791822,filing_state_band,578
Head of household,Nebraska,55000.0,,2,0.1724290374706546,filing_state_band,578
Head of household,Nebraska,55000.0,,3+,0.09840239031677796,filing_state_band,578
Head of household,Nevada,,25000.0,0,0.4138662424603964,filing_state_band,274
Head of household,Nevada,,25000.0,1,0.2504474050507059,filing_state_band,274
Head of household,Nevada,,25000.0,2,0.21405846092662556,filing_state_band,274
Head of household,Nevada,,25000.0,3+,0.12162789156227216,filing_state_band,274
Head of household,Nevada,25000.0,55000.0,0,0.5020628847113625,filing_state_band,519
Head of household,Nevada,25000.0,55000.0,1,0.24378639161537183,filing_state_band,519
Head of household,Nevada,25000.0,55000.0,2,0.16503077690900017,filing_state_band,519
Head of household,Nevada,25000.0,55000.0,3+,0.08911994676426552,filing_state_band,519
Head of household,Nevada,55000.0,,0,0.6016389904446726,filing_state_band,1485
Head of household,Nevada,55000.0,,1,0.21221198307379383,filing_state_band,1485
Head of household,Nevada,55000.0,,2,0.13074644046069628,filing_state_band,1485
Head of household,Nevada,55000.0,,3+,0.05540258602083729,filing_state_band,1485
Head of household,New Hampshire,,25000.0,0,0.4101022248947685,filing_state_band,59
Head of household,New Hampshire,,25000.0,1,0.4216476247745039,filing_state_band,59
Head of household,New Hampshire,,25000.0,2,0.08707155742633794,filing_state_band,59
Head of household,New Hampshire,,25000.0,3+,0.08117859290438965,filing_state_band,59
Head of household,New Hampshire,25000.0,55000.0,0,0.5347514005602241,filing_state_band,107
Head of household,New Hampshire,25000.0,55000.0,1,0.3071603641456583,filing_state_band,107
Head of household,New Hampshire,25000.0,55000.0,2,0.11519607843137254,filing_state_band,107
Head of household,New Hampshire,25000.0,55000.0,3+,0.0428921568627451,filing_state_band,107
Head of household,New Hampshire,55000.0,,0,0.5660843800556232,filing_state_band,476
Head of household,New Hampshire,55000.0,,1,0.2545034809954011,filing_state_band,476
Head of household,New Hampshire,55000.0,,2,0.13609510479341247,filing_state_band,476
Head of household,New Hampshire,55000.0,,3+,0.04331703415556323,filing_state_band,476
Head of household,New Jersey,,25000.0,0,0.3933643301157326,filing_state_band,610
Head of household,New Jersey,,25000.0,1,0.31514378127053116,filing_state_band,610
Head of household,New Jersey,,25000.0,2,0.18488148784555516,filing_state_band,610
Head of household,New Jersey,,25000.0,3+,0.10661040076818112,filing_state_band,610
Head of household,New Jersey,25000.0,55000.0,0,0.48391930925241483,filing_state_band,1003
Head of household,New Jersey,25000.0,55000.0,1,0.24918470664968786,filing_state_band,1003
Head of household,New Jersey,25000.0,55000.0,2,0.15610926483833898,filing_state_band,1003
Head of household,New Jersey,25000.0,55000.0,3+,0.11078671925955834,filing_state_band,1003
Head of household,New Jersey,55000.0,,0,0.6356655502078962,filing_state_band,3907
Head of household,New Jersey,55000.0,,1,0.20872057438528893,filing_state_band,3907
Head of household,New Jersey,55000.0,,2,0.10844932684989238,filing_state_band,3907
Head of household,New Jersey,55000.0,,3+,0.04716454855692246,filing_state_band,3907
Head of household,New Mexico,,25000.0,0,0.40767499374774224,filing_state_band,345
Head of household,New Mexico,,25000.0,1,0.2898546697418512,filing_state_band,345
Head of household,New Mexico,,25000.0,2,0.15044321560563537,filing_state_band,345
Head of household,New Mexico,,25000.0,3+,0.15202712090477116,filing_state_band,345
Head of household,New Mexico,25000.0,55000.0,0,0.45493184501448963,filing_state_band,440
Head of household,New Mexico,25000.0,55000.0,1,0.25274229902329076,filing_state_band,440
Head of household,New Mexico,25000.0,55000.0,2,0.1560373510786734,filing_state_band,440
Head of household,New Mexico,25000.0,55000.0,3+,0.1362885048835462,filing_state_band,440
Head of household,New Mexico,55000.0,,0,0.6024731135977707,filing_state_band,862
Head of household,New Mexico,55000.0,,1,0.21026908172595463,filing_state_band,862
Head of household,New Mexico,55000.0,,2,0.11663473679627291,filing_state_band,862
Head of household,New Mexico,55000.0,,3+,0.07062306788000174,filing_state_band,862
Head of household,New York,,25000.0,0,0.4634711648344573,filing_state_band,1877
Head of household,New York,,25000.0,1,0.27322989264272723,filing_state_band,1877
Head of household,New York,,25000.0,2,0.14032899290186548,filing_state_band,1877
Head of household,New York,,25000.0,3+,0.12296994962094995,filing_state_band,1877
Head of household,New York,25000.0,55000.0,0,0.5217503640005715,filing_state_band,2690
Head of household,New York,25000.0,55000.0,1,0.260226212296684,filing_state_band,2690
Head of household,New York,25000.0,55000.0,2,0.14870677208244804,filing_state_band,2690
Head of household,New York,25000.0,55000.0,3+,0.06931665162029649,filing_state_band,2690
Head of household,New York,55000.0,,0,0.6605939009275881,filing_state_band,8403
Head of household,New York,55000.0,,1,0.1974556630670987,filing_state_band,8403
Head of household,New York,55000.0,,2,0.10725230507589105,filing_state_band,8403
Head of household,New York,55000.0,,3+,0.03469813092942216,filing_state_band,8403
Head of household,North Carolina,,25000.0,0,0.3806951654534381,filing_state_band,1138
Head of household,North Carolina,,25000.0,1,0.2719976218787158,filing_state_band,1138
Head of household,North Carolina,,25000.0,2,0.19519445491720078,filing_state_band,1138
Head of household,North Carolina,,25000.0,3+,0.15211275775064528,filing_state_band,1138
Head of household,North Carolina,25000.0,55000.0,0,0.46231579493565794,filing_state_band,1919
Head of household,North Carolina,25000.0,55000.0,1,0.2883933513214335,filing_state_band,1919
Head of household,North Carolina,25000.0,55000.0,2,0.1742251279922513,filing_state_band,1919
Head of household,North Carolina,25000.0,55000.0,3+,0.07506572575065726,filing_state_band,1919
Head of household,North Carolina,55000.0,,0,0.571956076395516,filing_state_band,3601
Head of household,North Carolina,55000.0,,1,0.26230229924546067,filing_state_band,3601
Head of household,North Carolina,55000.0,,2,0.11069715361809876,filing_state_band,3601
Head of household,North Carolina,55000.0,,3+,0.055044470740924535,filing_state_band,3601
Head of household,North Dakota,,25000.0,0,0.4049429657794677,filing_state,337
Head of household,North Dakota,,25000.0,1,0.3228482544071898,filing_state,337
Head of household,North Dakota,,25000.0,2,0.1688558589699274,filing_state,337
Head of household,North Dakota,,25000.0,3+,0.10335292084341514,filing_state,337
Head of household,North Dakota,25000.0,55000.0,0,0.3300598261654814,filing_state_band,81
Head of household,North Dakota,25000.0,55000.0,1,0.4952026188057343,filing_state_band,81
Head of household,North Dakota,25000.0,55000.0,2,0.14222824246528953,filing_state_band,81
Head of household,North Dakota,25000.0,55000.0,3+,0.03250931256349475,filing_state_band,81
Head of household,North Dakota,55000.0,,0,0.4787242935963886,filing_state_band,213
Head of household,North Dakota,55000.0,,1,0.3030429694031099,filing_state_band,213
Head of household,North Dakota,55000.0,,2,0.1698712589867915,filing_state_band,213
Head of household,North Dakota,55000.0,,3+,0.04836147801371008,filing_state_band,213
Head of household,Ohio,,25000.0,0,0.3551987401143483,filing_state_band,1143
Head of household,Ohio,,25000.0,1,0.2953815604779349,filing_state_band,1143
Head of household,Ohio,,25000.0,2,0.19685713307542196,filing_state_band,1143
Head of household,Ohio,,25000.0,3+,0.15256256633229484,filing_state_band,1143
Head of household,Ohio,25000.0,55000.0,0,0.4538981089235309,filing_state_band,1922
Head of household,Ohio,25000.0,55000.0,1,0.2643487249258986,filing_state_band,1922
Head of household,Ohio,25000.0,55000.0,2,0.1709169136713211,filing_state_band,1922
Head of household,Ohio,25000.0,55000.0,3+,0.1108362524792494,filing_state_band,1922
Head of household,Ohio,55000.0,,0,0.5689793570310514,filing_state_band,4120
Head of household,Ohio,55000.0,,1,0.21933321738665096,filing_state_band,4120
Head of household,Ohio,55000.0,,2,0.1428017177946941,filing_state_band,4120
Head of household,Ohio,55000.0,,3+,0.06888570778760351,filing_state_band,4120
Head of household,Oklahoma,,25000.0,0,0.3434092281462011,filing_state_band,533
Head of household,Oklahoma,,25000.0,1,0.32191951124214113,filing_state_band,533
Head of household,Oklahoma,,25000.0,2,0.20239406102369198,filing_state_band,533
Head of household,Oklahoma,,25000.0,3+,0.13227719958796577,filing_state_band,533
Head of household,Oklahoma,25000.0,55000.0,0,0.4409049636803874,filing_state_band,834
Head of household,Oklahoma,25000.0,55000.0,1,0.2834118817018333,filing_state_band,834
Head of household,Oklahoma,25000.0,55000.0,2,0.15220728121757177,filing_state_band,834
Head of household,Oklahoma,25000.0,55000.0,3+,0.12347587340020755,filing_state_band,834
Head of household,Oklahoma,55000.0,,0,0.5519133651587947,filing_state_band,1169
Head of household,Oklahoma,55000.0,,1,0.23084716103581132,filing_state_band,1169
Head of household,Oklahoma,55000.0,,2,0.139384775968195,filing_state_band,1169
Head of household,Oklahoma,55000.0,,3+,0.07785469783719895,filing_state_band,1169
Head of household,Oregon,,25000.0,0,0.3807255744904587,filing_state_band,307
Head of household,Oregon,,25000.0,1,0.306590789595769,filing_state_band,307
Head of household,Oregon,,25000.0,2,0.22623944576748214,filing_state_band,307
Head of household,Oregon,,25000.0,3+,0.08644419014629016,filing_state_band,307
Head of household,Oregon,25000.0,55000.0,0,0.49237836709125077,filing_state_band,513
Head of household,Oregon,25000.0,55000.0,1,0.27832880907635554,filing_state_band,513
Head of household,Oregon,25000.0,55000.0,2,0.12768845270411358,filing_state_band,513
Head of household,Oregon,25000.0,55000.0,3+,0.10160437112828008,filing_state_band,513
Head of household,Oregon,55000.0,,0,0.5384860261038267,filing_state_band,1470
Head of household,Oregon,55000.0,,1,0.2592603715560788,filing_state_band,1470
Head of household,Oregon,55000.0,,2,0.1449885578026176,filing_state_band,1470
Head of household,Oregon,55000.0,,3+,0.05726504453747695,filing_state_band,1470
Head of household,Pennsylvania,,25000.0,0,0.3863667664562146,filing_state_band,1004
Head of household,Pennsylvania,,25000.0,1,0.324253209333343,filing_state_band,1004
Head of household,Pennsylvania,,25000.0,2,0.1795342026863443,filing_state_band,1004
Head of household,Pennsylvania,,25000.0,3+,0.1098458215240981,filing_state_band,1004
Head of household,Pennsylvania,25000.0,55000.0,0,0.4722921968406281,filing_state_band,1767
Head of household,Pennsylvania,25000.0,55000.0,1,0.24208118581587068,filing_state_band,1767
Head of household,Pennsylvania,25000.0,55000.0,2,0.1752803395402131,filing_state_band,1767
Head of household,Pennsylvania,25000.0,55000.0,3+,0.11034627780328811,filing_state_band,1767
Head of household,Pennsylvania,55000.0,,0,0.6034247384785913,filing_state_band,4343
Head of household,Pennsylvania,55000.0,,1,0.21619578550150576,filing_state_band,4343
Head of household,Pennsylvania,55000.0,,2,0.12947703868520036,filing_state_band,4343
Head of household,Pennsylvania,55000.0,,3+,0.05090243733470258,filing_state_band,4343
Head of household,Rhode Island,,25000.0,0,0.29129420909444226,filing_state_band,71
Head of household,Rhode Island,,25000.0,1,0.4222697240575204,filing_state_band,71
Head of household,Rhode Island,,25000.0,2,0.21336960746210648,filing_state_band,71
Head of household,Rhode Island,,25000.0,3+,0.07306645938593082,filing_state_band,71
Head of household,Rhode Island,25000.0,55000.0,0,0.36348577175649294,filing_state_band,106
Head of household,Rhode Island,25000.0,55000.0,1,0.29604212270011243,filing_state_band,106
Head of household,Rhode Island,25000.0,55000.0,2,0.19623735431580192,filing_state_band,106
Head of household,Rhode Island,25000.0,55000.0,3+,0.14423475122759274,filing_state_band,106
Head of household,Rhode Island,55000.0,,0,0.5786414452365521,filing_state_band,397
Head of household,Rhode Island,55000.0,,1,0.22531189241736876,filing_state_band,397
Head of household,Rhode Island,55000.0,,2,0.17435596241088788,filing_state_band,397
Head of household,Rhode Island,55000.0,,3+,0.021690699935191186,filing_state_band,397
Head of household,South Carolina,,25000.0,0,0.3364991425933254,filing_state_band,610
Head of household,South Carolina,,25000.0,1,0.26678538451391637,filing_state_band,610
Head of household,South Carolina,,25000.0,2,0.23423031262366442,filing_state_band,610
Head of household,South Carolina,,25000.0,3+,0.1624851602690938,filing_state_band,610
Head of household,South Carolina,25000.0,55000.0,0,0.47006356098454133,filing_state_band,949
Head of household,South Carolina,25000.0,55000.0,1,0.25107024840225645,filing_state_band,949
Head of household,South Carolina,25000.0,55000.0,2,0.1850505261873,filing_state_band,949
Head of household,South Carolina,25000.0,55000.0,3+,0.0938156644259022,filing_state_band,949
Head of household,South Carolina,55000.0,,0,0.6361160552634397,filing_state_band,1889
Head of household,South Carolina,55000.0,,1,0.21257758352500777,filing_state_band,1889
Head of household,South Carolina,55000.0,,2,0.10667639063846715,filing_state_band,1889
Head of household,South Carolina,55000.0,,3+,0.04462997057308534,filing_state_band,1889
Head of household,South Dakota,,25000.0,0,0.5067109450671095,filing_state_band,63
Head of household,South Dakota,,25000.0,1,0.23758129237581294,filing_state_band,63
Head of household,South Dakota,,25000.0,2,0.12384115123841151,filing_state_band,63
Head of household,South Dakota,,25000.0,3+,0.13186661131866612,filing_state_band,63
Head of household,South Dakota,25000.0,55000.0,0,0.3165924984106802,filing_state_band,113
Head of household,South Dakota,25000.0,55000.0,1,0.33912552094370274,filing_state_band,113
Head of household,South Dakota,25000.0,55000.0,2,0.25203079748534296,filing_state_band,113
Head of household,South Dakota,25000.0,55000.0,3+,0.09225118316027407,filing_state_band,113
Head of household,South Dakota,55000.0,,0,0.5361292150750921,filing_state_band,236
Head of household,South Dakota,55000.0,,1,0.2567653726268065,filing_state_band,236
Head of household,South Dakota,55000.0,,2,0.14515443468404648,filing_state_band,236
Head of household,South Dakota,55000.0,,3+,0.06195097761405497,filing_state_band,236
Head of household,Tennessee,,25000.0,0,0.4022445619204437,filing_state_band,757
Head of household,Tennessee,,25000.0,1,0.28802322558280613,filing_state_band,757
Head of household,Tennessee,,25000.0,2,0.16145246555160758,filing_state_band,757
Head of household,Tennessee,,25000.0,3+,0.14827974694514257,filing_state_band,757
Head of household,Tennessee,25000.0,55000.0,0,0.48065666278302616,filing_state_band,1258
Head of household,Tennessee,25000.0,55000.0,1,0.2780288886705316,filing_state_band,1258
Head of household,Tennessee,25000.0,55000.0,2,0.1342031752270526,filing_state_band,1258
Head of household,Tennessee,25000.0,55000.0,3+,0.10711127331938966,filing_state_band,1258
Head of household,Tennessee,55000.0,,0,0.6396378716629022,filing_state_band,2457
Head of household,Tennessee,55000.0,,1,0.21914688784389233,filing_state_band,2457
Head of household,Tennessee,55000.0,,2,0.10292146480542082,filing_state_band,2457
Head of household,Tennessee,55000.0,,3+,0.03829377568778465,filing_state_band,2457
Head of household,Texas,,25000.0,0,0.3814777090025856,filing_state_band,2929
Head of household,Texas,,25000.0,1,0.2742432552430202,filing_state_band,2929
Head of household,Texas,,25000.0,2,0.18321711196427173,filing_state_band,2929
Head of household,Texas,,25000.0,3+,0.1610619237901225,filing_state_band,2929
Head of household,Texas,25000.0,55000.0,0,0.4369532159271436,filing_state_band,4739
Head of household,Texas,25000.0,55000.0,1,0.2616221083840932,filing_state_band,4739
Head of household,Texas,25000.0,55000.0,2,0.17511192666785602,filing_state_band,4739
Head of household,Texas,25000.0,55000.0,3+,0.12631274902090714,filing_state_band,4739
Head of household,Texas,55000.0,,0,0.5927100535507814,filing_state_band,10256
Head of household,Texas,55000.0,,1,0.21634380965935168,filing_state_band,10256
Head of household,Texas,55000.0,,2,0.12500431589487238,filing_state_band,10256
Head of household,Texas,55000.0,,3+,0.0659418208949945,filing_state_band,10256
Head of household,Utah,,25000.0,0,0.41032579283472237,filing_state_band,149
Head of household,Utah,,25000.0,1,0.15797164195259228,filing_state_band,149
Head of household,Utah,,25000.0,2,0.13838077714038316,filing_state_band,149
Head of household,Utah,,25000.0,3+,0.2933217880723022,filing_state_band,149
Head of household,Utah,25000.0,55000.0,0,0.4692918670992281,filing_state_band,312
Head of household,Utah,25000.0,55000.0,1,0.2914196218816422,filing_state_band,312
Head of household,Utah,25000.0,55000.0,2,0.14126300481038148,filing_state_band,312
Head of household,Utah,25000.0,55000.0,3+,0.09802550620874818,filing_state_band,312
Head of household,Utah,55000.0,,0,0.6093022438544394,filing_state_band,1002
Head of household,Utah,55000.0,,1,0.2102669079791253,filing_state_band,1002
Head of household,Utah,55000.0,,2,0.10826553741807383,filing_state_band,1002
Head of household,Utah,55000.0,,3+,0.07216531074836148,filing_state_band,1002
Head of household,Vermont,,25000.0,0,0.47920554178062935,filing_state,352
Head of household,Vermont,,25000.0,1,0.24079139081311826,filing_state,352
Head of household,Vermont,,25000.0,2,0.2046215587536106,filing_state,352
Head of household,Vermont,,25000.0,3+,0.0753815086526418,filing_state,352
Head of household,Vermont,25000.0,55000.0,0,0.46742528448168064,filing_state_band,78
Head of household,Vermont,25000.0,55000.0,1,0.1783168688258097,filing_state_band,78
Head of household,Vermont,25000.0,55000.0,2,0.2539702388395648,filing_state_band,78
Head of household,Vermont,25000.0,55000.0,3+,0.10028760785294485,filing_state_band,78
Head of household,Vermont,55000.0,,0,0.47242395915725893,filing_state_band,239
Head of household,Vermont,55000.0,,1,0.2568490688142662,filing_state_band,239
Head of household,Vermont,55000.0,,2,0.1943625512331919,filing_state_band,239
Head of household,Vermont,55000.0,,3+,0.07636442079528295,filing_state_band,239
Head of household,Virginia,,25000.0,0,0.38487755466841445,filing_state_band,686
Head of household,Virginia,,25000.0,1,0.28714770899124115,filing_state_band,686
Head of household,Virginia,,25000.0,2,0.1890722755168921,filing_state_band,686
Head of household,Virginia,,25000.0,3+,0.1389024608234523,filing_state_band,686
Head of household,Virginia,25000.0,55000.0,0,0.4804875609093897,filing_state_band,1109
Head of household,Virginia,25000.0,55000.0,1,0.25920607021905945,filing_state_band,1109
Head of household,Virginia,25000.0,55000.0,2,0.1643660422114574,filing_state_band,1109
Head of household,Virginia,25000.0,55000.0,3+,0.09594032666009346,filing_state_band,1109
Head of household,Virginia,55000.0,,0,0.5908961552281711,filing_state_band,3142
Head of household,Virginia,55000.0,,1,0.23127272727272727,filing_state_band,3142
Head of household,Virginia,55000.0,,2,0.12972475745598275,filing_state_band,3142
Head of household,Virginia,55000.0,,3+,0.04810636004311894,filing_state_band,3142
Head of household,Washington,,25000.0,0,0.38379230725910907,filing_state_band,449
Head of household,Washington,,25000.0,1,0.3378010549830114,filing_state_band,449
Head of household,Washington,,25000.0,2,0.17245781006551408,filing_state_band,449
Head of household,Washington,,25000.0,3+,0.10594882769236545,filing_state_band,449
Head of household,Washington,25000.0,55000.0,0,0.42772090728677303,filing_state_band,789
Head of household,Washington,25000.0,55000.0,1,0.29871396696902086,filing_state_band,789
Head of household,Washington,25000.0,55000.0,2,0.169471571606364,filing_state_band,789
Head of household,Washington,25000.0,55000.0,3+,0.1040935541378421,filing_state_band,789
Head of household,Washington,55000.0,,0,0.5862976980994842,filing_state_band,2837
Head of household,Washington,55000.0,,1,0.2253916194119311,filing_state_band,2837
Head of household,Washington,55000.0,,2,0.13561884622119258,filing_state_band,2837
Head of household,Washington,55000.0,,3+,0.05269183626739221,filing_state_band,2837
Head of household,West Virginia,,25000.0,0,0.4225307107860541,filing_state_band,261
Head of household,West Virginia,,25000.0,1,0.25040829368742457,filing_state_band,261
Head of household,West Virginia,,25000.0,2,0.20254917276148549,filing_state_band,261
Head of household,West Virginia,,25000.0,3+,0.12451182276503586,filing_state_band,261
Head of household,West Virginia,25000.0,55000.0,0,0.4988853299167201,filing_state_band,348
Head of household,West Virginia,25000.0,55000.0,1,0.2594234465086483,filing_state_band,348
